"batch","feather_id","feather_id_new","feather_year_sampled","feather_date","box","JID","BTO","feather_length","feather_weight","extraction_weight_g","extraction_weight_mg","extraction_volume_ml","evaporation_volume_ml","assaybuffer_ml","dilution","CORT_pg.mL","CORT_pg.dL","CORT_pg.mg","CORT_pg.mg.1","site","sex","bite","box_year","feather_year_grown","year_diff","age_2022","age","JID_year_before","JID_year_grown","JID_year_sampled","tarsus_year_before","weight_year_before","tarsus_year_grown","weight_year_grown","tarsus_year_sampled","weight_year_sampled","tarsus","weight","box_grown","box_grown_year","box_owner_grown","partner_yr_before","partner_yr_grown","partner_yr_sampled","pair_ID_yr_before","pair_ID","pair_ID_year","pbvid","body_cond","body_cond_binary","body_cond_binary_num","sex_num","pbvid_mean","pair_ID2","box_density","box_density_cat","mean_tarsus","pair_ID_year2","mean_weight","mean_body_cond","pair_ID_yr_sampled2","feather_year_before","pair_ID_yr_before2","pbvid_mean_yr_before","pbvid_mean_yr_grown","pbvid_mean_yr_sampled","paired_year","repaired_year","feather_year_grown_paired","feather_year_grown_repaired","partner_samediff1","partner_samediff2","partner_samediff3","partner_same","disturbance","body_cond_early","brood_size_early","site_early","site_change","body_cond_c","age_c","body_cond_noNA","pair_ID_yr_sampled","pbvid_mean_c","clutch_size_yr_grown","fledge_nr_yr_grown","fledge_weight_yr_grown","clutch_size_yr_sampled","fledge_nr_yr_sampled","fledge_weight_yr_sampled","fledge_nr","fledge_weight","body_cond_z","age_z"
"B",40,"B40",2023,"17/06/2023","Y35","J2126","EA79134",11.4,0.0933,0.086,86,3,1.5,0.25,1,667.6,0.0668,3.88,3.88,"Y","M",2.66666666666667,"Y35_2023","2022",0,6,6,"J2126_2021","J2126_2022","J2126_2023",NA,NA,43.6,210.5,43.6,221.9,43.6,216.2,NA,"NA_2022","non-owner","UNM6.J2126.2021",NA,"J5088","UNM6.J2126.2021 J2126",NA,"NA_2022",NA,-23.3876231937423,"negative",0,1,NA,NA,NA,NA,43.8333333333333,"NA_2022",219.711111111111,-19.5360428718439,"J5088J2126_2023",2021,"UNM6.J2126.2021J2126_2021",NA,NA,NA,2018,2021,4,1,1,1,2,4,NA,15.13172354,1,"Y","same_site",-23.3746616597174,1.14457831325301,-23.3876231937423,"J5088 J2126",NA,NA,NA,NA,5,1,230.3,1,230.3,-1.41564995342553,0.49102662606658
"B",41,"B41",2023,"17/06/2023","Y27","J4521","EA78845",11.3,0.0963,0.0938,93.8,3,1.5,0.25,1,1035.3,0.1035,5.52,5.52,"Y","M",2.4,"Y27_2023","2022",0,4,4,"J4521_2021","J4521_2022","J4521_2023",45.2,270.1,NA,NA,44.8,258.2,45,264.15,"Y27","Y27_2022","owner","J1056","J1056","J1056","J1056 J4521","J1056 J4521","J1056 J4521_2022",0.039,15.0434205729441,"positive",1,1,0.039,"J1056J4521",2,"Low",44.675,"J1056J4521_2022",262.15,16.1523792186045,"J1056J4521_2023",2021,"J1056J4521_2021",NA,0.039,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,15.056382106969,-0.855421686746988,15.0434205729441,"J1056 J4521",-0.0404022671137624,5,2,462.9,4,2,390.8,2,426.85,0.911866316560205,-0.366977794218181
"B",42,"B42",2023,"19/06/2023","NO","J1076","EY69846",11.1,0.0852,0.0681,68.1,3,1.5,0.25,1,646.3,0.0646,4.75,4.75,"Z","F",NA,"NO_2023","2022",0,8,8,"J1076_2021","J1076_2022","J1076_2023",NA,NA,NA,NA,42.2,243.7,42.2,243.7,NA,"NA_2022","non-owner",NA,NA,"J3477",NA,NA,"NA_2022",NA,13.6313330395712,"positive",1,0,NA,NA,NA,NA,42.3,"NA_2022",225.5,15.6428689702333,"J1076J3477_2023",2021,"NA_2021",NA,NA,NA,2023,NA,-1,NA,1,1,1,3,NA,43.36746615,3,"Z","same_site",13.6442945735961,3.14457831325301,13.6313330395712,"J1076 J3477",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82634543587524,1.34903104635134
"B",43,"B43",2023,"25/06/2023","Z03","J2395","EZ62132",12,0.1129,0.1136,113.6,3,1.5,0.25,1,1091.3,0.1091,4.8,4.8,"Z","M",5.25,"Z03_2023","2022",0,8,8,"J2395_2021","J2395_2022","J2395_2023",44.8,258.1,NA,NA,45.2,251.4,45,254.75,"Z03","Z03_2022","owner","J1154","J1154","J1154","J1154 J2395","J1154 J2395","J1154 J2395_2022",0.096,5.64342057294414,"positive",1,1,0.096,"J1154J2395",0,"Low",44.7333333333333,"J1154J2395_2022",249.433333333333,3.01287272614189,"J1154J2395_2023",2021,"J1154J2395_2021",NA,0.096,NA,NA,2018,NA,4,1,1,1,3,"Medium",NA,NA,NA,NA,5.656382106969,3.14457831325301,5.64342057294414,"J1154 J2395",0.0165977328862376,4,2,437.7,4,3,639,2.5,538.35,0.342569966695486,1.34903104635134
"B",44,"B44",2023,"03/04/2023","Y16","J5087","EA79218",10.5,0.072,0.0733,73.3,3,1.5,0.25,1,411,0.0411,2.8,2.8,"Y","M",NA,"Y16_2023","2022",0,2,2,"J5087_2021","J5087_2022","J5087_2023",NA,NA,NA,NA,39.6,213.4,39.6,213.4,NA,"NA_2022","non-owner",NA,NA,"J4104",NA,NA,"NA_2022",NA,1.00939461572502,"positive",1,1,NA,NA,NA,NA,39.6,"NA_2022",213.4,4.18944406285359,"J4104J5087_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,1.02235614974988,-2.85542168674699,1.00939461572502,"J4104 J5087",NA,NA,NA,NA,2,0,NA,0,NA,0.0619174068419528,-1.22498221450294
"B",45,"B45",2023,"13/04/2023","Z06","J3715","EY24330",11.2,0.0859,0.0835,83.5,3,1.5,0.25,1,637.6,0.0638,3.82,3.82,"Z","F",NA,"Z06_2023","2022",0,3,3,"J3715_2021","J3715_2022","J3715_2023",NA,NA,NA,NA,43.3,248.4,43.3,248.4,NA,"NA_2022","non-owner",NA,"J3702","J3702",NA,"J3715 J3702","J3715 J3702_2022",NA,10.8521531419678,"positive",1,0,NA,"J3715J3702",NA,NA,43.3,"J3715J3702_2022",248.4,12.3693179695095,"J3715J3702_2023",2021,"NA_2021",NA,NA,NA,2022,2023,0,-1,1,1,1,3,NA,-37.40915105,3,"Z","same_site",10.8651146759927,-1.85542168674699,10.8521531419678,"J3715 J3702",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658028736798322,-0.795980004360561
"B",46,"B46",2023,"05/06/2023","Y20","J5503","EA79401",12.6,0.1134,0.123,123,3,1.5,0.25,1,602.3,0.0602,2.45,2.45,"Y","M",NA,"Y20_2023","2022",0,2,2,"J5503_2021","J5503_2022","J5503_2023",NA,NA,NA,NA,44.3,269.8,44.3,269.8,NA,"NA_2022","non-owner",NA,NA,"J792",NA,NA,"NA_2022",NA,25.4528986896009,"positive",1,1,NA,NA,NA,NA,44.3,"NA_2022",269.8,26.5206352415786,"J792J5503_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,25.4658602236258,-2.85542168674699,25.4528986896009,"J792 J5503",NA,NA,NA,NA,5,1,269.9,1,269.9,1.54230013526333,-1.22498221450294
"B",47,"B47",2023,"09/04/2023","Z41","J2969","EZ62569",10.9,0.0847,0.0782,78.2,3,1.5,0.25,1,478,0.0478,3.06,3.06,"Z","F",1.5,"Z41_2023","2022",0,5,5,"J2969_2021","J2969_2022","J2969_2023",NA,NA,NA,NA,43.4,254.6,43.4,254.6,"Z41","Z41_2022","owner","J2331","J2331","J2331","J2969 J2331","J2969 J2331","J2969 J2331_2022",0.046,16.3722276967311,"positive",1,0,0.046,"J2969J2331",0,"Low",43.7,"J2969J2331_2022",222.85,-7.8470852427434,"J2969J2331_2023",2021,"J2969J2331_2021",NA,0.046,NA,2020,NA,2,NA,1,1,1,3,"Medium",-15.86827646,2,"Z","same_site",16.385189230756,0.144578313253012,16.3722276967311,"J2969 J2331",-0.0334022671137624,5,0,NA,5,1,217.8,0.5,217.8,0.992343449033202,0.0620244159241996
"B",48,"B48",2023,"17/06/2023","Y02","J3899","EA78532",11.2,0.0881,0.0839,83.9,3,1.5,0.25,1,596.9,0.0597,3.56,3.56,"Y","F",0,"Y02_2023","2022",0,5,5,"J3899_2021","J3899_2022","J3899_2023",NA,NA,NA,NA,42.2,213.6,42.2,213.6,NA,"NA_2022","non-owner","J2488",NA,"J2488","J3899 J2488",NA,"NA_2022",NA,-16.4686669604288,"negative",0,0,NA,NA,NA,NA,42.65,"NA_2022",216.15,-15.1690382573356,"J3899J2488_2023",2021,"J3899J2488_2021",NA,NA,NA,2021,NA,1,NA,1,1,1,3,NA,NA,NA,NA,NA,-16.4557054264039,0.144578313253012,-16.4686669604288,"J3899 J2488",NA,NA,NA,NA,5,2,484.3,2,484.3,-0.996614152521366,0.0620244159241996
"B",49,"B49",2023,"07/04/2023","Y31","J5088","EA79219",11.1,0.0898,0.0926,92.6,3,1.5,0.25,1,631.9,0.0632,3.41,3.41,"Y","F",NA,"Y31_2023","2022",0,2,2,"J5088_2021","J5088_2022","J5088_2023",NA,NA,NA,NA,42.1,250.3,42.1,250.3,NA,"NA_2022","non-owner",NA,NA,"J2072",NA,NA,"NA_2022",NA,20.9112584848079,"positive",1,0,NA,NA,NA,NA,42.1,"NA_2022",250.3,22.9677372430265,"J5088J2072_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,20.9242200188328,-2.85542168674699,20.9112584848079,"J5088 J2072",NA,NA,NA,NA,5,0,NA,0,NA,1.26724277451998,-1.22498221450294
"B",50,"B50",2023,"10/04/2023","NO","J3342","EZ62921",11.2,0.0973,0.0965,96.5,3,1.5,0.25,1,592.2,0.0592,3.07,3.07,"Z","M",3,"NO_2023","2022",0,4,4,"J3342_2021","J3342_2022","J3342_2023",NA,NA,NA,NA,42.6,244.2,42.6,244.2,NA,"NA_2022","non-owner",NA,NA,"UNMARKED",NA,NA,"NA_2022",NA,11.4116312586245,"positive",1,1,NA,NA,NA,NA,42.6,"NA_2022",244.2,13.243395879061,"UNMARKEDJ3342_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,10.33533746,2,"Z","same_site",11.4245927926494,-0.855421686746988,11.4116312586245,"UNMARKED J3342",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691912656972987,-0.366977794218181
"B",51,"B51",2023,"18/05/2023","X36","J5126","EA79226",10.4,0.0777,0.0687,68.7,3,1.5,0.25,1,585.6,0.0586,4.26,4.26,"X","F",NA,"X36_2023","2022",0,2,2,"J5126_2021","J5126_2022","J5126_2023",NA,NA,NA,NA,41.7,207.1,41.7,207.1,NA,"NA_2022","non-owner",NA,NA,"J5496",NA,NA,"NA_2022",NA,-19.5690397342453,"negative",0,0,NA,NA,NA,NA,41.7,"NA_2022",207.1,-17.3327896658012,"J5126J5496_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,-19.5560782002204,-2.85542168674699,-19.5690397342453,"J5126 J5496",NA,NA,NA,NA,2,1,212.9,1,212.9,-1.18438339755899,-1.22498221450294
"B",52,"B52",2023,"21/04/2023","Y33","J1368","EZ25525",11.9,0.1013,0.0999,99.9,3,1.5,0.25,1,555.1,0.0555,2.78,2.78,"Y","M",1.2,"Y33_2023","2022",0,9,9,"J1368_2021","J1368_2022","J1368_2023",NA,NA,NA,NA,45,279.2,45,279.2,"Y33","Y33_2022","owner","J1902","J1902","J1902","J1902 J1368","J1902 J1368","J1902 J1368_2022",0.017,30.0934205729441,"positive",1,1,0.017,"J1902J1368",0,"Low",44.78,"J1902J1368_2022",257.76,15.7087280140097,"J1902J1368_2023",2021,"J1902J1368_2021",NA,0.017,NA,NA,2019,NA,3,1,1,1,3,"Low",NA,NA,NA,NA,30.106382106969,4.14457831325301,30.0934205729441,"J1902 J1368",-0.0624022671137624,4,2,443.6,3,2,388.9,2,416.25,1.82334611075851,1.77803325649372
"B",53,"B53",2023,"20/04/2023","Z10","J1351","EY69980",11.5,0.1085,0.0977,97.7,3,1.5,0.25,1,646.7,0.0647,3.31,3.31,"Z","M",3.5,"Z10_2023","2022",0,10,10,"J1351_2021","J1351_2022","J1351_2023",NA,NA,NA,NA,43.7,267.2,43.7,267.2,"Z10","Z10_2022","owner","J42","J42","J42","J42 J1351","J42 J1351","J42 J1351_2022",0.314,26.932451361021,"positive",1,1,0.314,"J42J1351",4,"Medium",43.4333333333333,"J42J1351_2022",244,7.00282693911864,"J42J1351_2023",2021,"J42J1351_2021",NA,0.314,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,26.9454128950459,5.14457831325301,26.932451361021,"J42 J1351",0.234597732886238,5,2,490.3,4,1,440.3,1.5,465.3,1.63190693688802,2.2070354666361
"B",54,"B54",2023,"29/05/2023","MW01","J5469","EA79266",10.8,0.0817,0.0777,77.7,3,1.5,0.25,1,713.4,0.0713,4.59,4.59,"MW","F",NA,"MW01_2023","2022",0,2,2,"J5469_2021","J5469_2022","J5469_2023",NA,NA,NA,NA,42.1,194.7,42.1,194.7,NA,"NA_2022","non-owner",NA,NA,"J5504",NA,NA,"NA_2022",NA,-34.6887415151921,"negative",0,0,NA,NA,NA,NA,42.1,"NA_2022",194.7,-32.6322627569736,"J5469J5504_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,-34.6757799811672,-2.85542168674699,-34.6887415151921,"J5469 J5504",NA,NA,NA,NA,NA,1,224.5,1,224.5,-2.10008457148837,-1.22498221450294
"B",55,"B55",2023,"13/04/2023","Z17","J990","EY69888",11.1,0.0853,0.0771,77.1,3,1.5,0.25,1,312,0.0312,2.02,2.02,"Z","F",0.5,"Z17_2023","2022",0,8,8,"J990_2021","J990_2022","J990_2023",NA,NA,NA,NA,42.8,254.8,42.8,254.8,"Z17","Z17_2022","owner","J909","J909","J909","J990 J909","J990 J909","J990 J909_2022",NA,20.6517803681512,"positive",1,0,NA,"J990J909",2,"Low",43.0666666666667,"J990J909_2022",236.866666666667,2.52734393935996,"J990J909_2023",2021,"J990J909_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",19.57697108,4,"Z","same_site",20.6647419021761,3.14457831325301,20.6517803681512,"J990 J909",NA,2,0,NA,4,2,468.3,1,468.3,1.25152788678781,1.34903104635134
"B",56,"B56",2023,"08/04/2023","Y35","J5089","EA79220",11.3,0.0875,0.0836,83.6,3,1.5,0.25,1,372.7,0.0373,2.23,2.23,"Y","F",1,"Y35_2023","2022",0,2,2,"J5089_2021","J5089_2022","J5089_2023",NA,NA,NA,NA,42.8,258.6,42.8,258.6,NA,"NA_2022","non-owner",NA,NA,"J2126",NA,NA,"NA_2022",NA,24.4517803681512,"positive",1,0,NA,NA,NA,NA,42.8,"NA_2022",258.6,26.1936593334749,"J5089J2126_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,24.4647419021761,-2.85542168674699,24.4517803681512,"J5089 J2126",NA,NA,NA,NA,5,1,230.3,1,230.3,1.48166896439269,-1.22498221450294
"B",57,"B57",2023,"06/06/2023","X23","J3326","EZ62929",11,0.0855,0.079,79,3,1.5,0.25,1,723.7,0.0724,4.58,4.58,"X","F",NA,"X23_2023","2022",0,4,4,"J3326_2021","J3326_2022","J3326_2023",NA,NA,NA,NA,40.8,203.6,40.8,203.6,NA,"NA_2022","non-owner",NA,NA,"UNM6.X23.23",NA,NA,"NA_2022",NA,-16.9497107271152,"negative",0,0,NA,NA,NA,NA,40.8,"NA_2022",203.6,-14.3089752106634,"J3326UNM6.X23.23_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,7.908340745,3,"Z","diff_site",-16.9367491930903,-0.855421686746988,-16.9497107271152,"J3326 UNM6.X23.23",NA,NA,NA,NA,4,2,411.1,2,411.1,-1.02574781853198,-0.366977794218181
"B",58,"B58",2023,"18/05/2023","Z45","J3508","EZ62980",11.2,0.0917,0.08,80,3,1.5,0.25,1,750.6,0.0751,4.69,4.69,"Z","F",1,"Z45_2023","2022",0,5,5,"J3508_2021","J3508_2022","J3508_2023",NA,NA,NA,NA,43.1,231.1,43.1,231.1,"Z45","Z45_2022","owner","J2783","J2783","J2783","J3508 J2783","J3508 J2783","J3508 J2783_2022",NA,-5.0879959675589,"negative",0,0,NA,"J3508J2783",1,"Low",43.525,"J3508J2783_2022",221.875,-13.4134006368583,"J3508J2783_2023",2021,"J3508J2783_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,-5.07503443353404,0.144578313253012,-5.0879959675589,"J3508 J2783",NA,6,2,743,5,3,627.8,2.5,685.4,-0.307361550898798,0.0620244159241996
"B",59,"B59",2023,"17/04/2023","Y30","J2460","EZ62190",11.4,0.0801,0.0682,68.2,3,1.5,0.25,1,412.9,0.0413,3.03,3.03,"Y","F",1.5,"Y30_2023","2022",0,8,8,"J2460_2021","J2460_2022","J2460_2023",NA,NA,NA,NA,40.7,251.8,40.7,251.8,"Y30","Y30_2022","owner","J625","J625","J625","J2460 J625","J2460 J625","J2460 J625_2022",0.076,31.9302147181215,"positive",1,0,0.076,"J2460J625",2,"Low",41.025,"J2460J625_2022",216.125,-3.41492882444786,"J2460J625_2023",2021,"J2460J625_2021",NA,0.076,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,31.9431762521464,3.14457831325301,31.9302147181215,"J2460 J625",-0.00340226711376236,5,2,446.6,4,2,439.4,2,443,1.93458868547153,1.34903104635134
"B",60,"B60",2023,"27/05/2023","Y22","J4645","EA78773",10,0.0704,0.0644,64.4,3,1.5,0.25,1,424.4,0.0424,3.3,3.3,"Y","F",0.666666666666667,"Y22_2023","2022",0,3,3,"J4645_2021","J4645_2022","J4645_2023",NA,NA,NA,NA,42,202.3,42,202.3,"Y22","Y22_2022","owner",NA,"J4646","J4646",NA,"J4645 J4646","J4645 J4646_2022",0.029,-26.4088160699554,"negative",0,0,0.029,"J4645J4646",2,"Low",42.0428571428571,"J4645J4646_2022",207.4,-19.5180523153775,"J4646J4645_2023",2021,"NA_2021",NA,0.029,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-26.3958545359305,-1.85542168674699,-26.4088160699554,"J4645 J4646",-0.0504022671137624,3,2,449.4,4,3,637,2.5,543.2,-1.59862379136866,-0.795980004360561
"B",61,"B61",2023,"27/05/2023","Y03","J3283","EZ62832",9.9,0.0724,0.0701,70.1,3,1.5,0.25,1,592.2,0.0592,4.22,4.22,"Y","F",1.4,"Y03_2023","2022",0,4,4,"J3283_2021","J3283_2022","J3283_2023",NA,NA,43.4,273,42.5,241.9,42.95,257.45,"Y03","Y03_2022","owner",NA,"J4666","J4666",NA,"J3283 J4666","J3283 J4666_2022",NA,22.2818922002961,"positive",1,0,NA,"J3283J4666",3,"Medium",42.5833333333333,"J3283J4666_2022",223.35,9.49365933347489,"J3283J4666_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",-5.609151054,2,"Y","same_site",22.294853734321,-0.855421686746988,22.2818922002961,"J3283 J4666",NA,2,0,NA,4,2,556.4,1,556.4,1.35025306933157,-0.366977794218181
"B",62,"B62",2023,"17/06/2023","Z38","J4940","EA78778",7,0.0446,0.0348,34.8,3,1.5,0.25,1,284.6,0.0285,4.09,4.09,"Z","F",0.5,"Z38_2023","2022",0,3,3,"J4940_2021","J4940_2022","J4940_2023",NA,NA,NA,NA,41.8,215.8,41.8,215.8,"Z06","Z06_2022","owner",NA,"J1879","J933",NA,"J4940 J1879","J4940 J1879_2022",NA,-11.548965179482,"negative",0,0,NA,"J4940J1879",4,"Medium",41.3,"J4940J1879_2022",226,4.46668342537116,"J4940J933_2023",2021,"NA_2021",NA,NA,NA,NA,2023,NA,-1,1,2,1,4,"Low",NA,NA,NA,NA,-11.5360036454571,-1.85542168674699,-11.548965179482,"J4940 J933",NA,5,0,NA,5,3,611,1.5,611,-0.698660081636687,-0.795980004360561
"B",63,"B63",2023,"15/04/2023","X32","J5123","EA79222",11.7,0.092,0.0833,83.3,3,1.5,0.25,1,613.7,0.0614,3.68,3.68,"X","F",NA,"X32_2023","2022",0,2,2,"J5123_2021","J5123_2022","J5123_2023",NA,NA,NA,NA,41.1,249.2,41.1,249.2,NA,"NA_2022","non-owner",NA,NA,"J5124",NA,NA,"NA_2022",NA,26.6105129371748,"positive",1,0,NA,NA,NA,NA,41.1,"NA_2022",249.2,29.1164199709573,"J5123J5124_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,26.6234744711997,-2.85542168674699,26.6105129371748,"J5123 J5124",NA,NA,NA,NA,4,2,472,2,472,1.61240923799687,-1.22498221450294
"B",64,"B64",2023,"07/04/2023","Y31","J2072","EZ62119",12.3,0.1122,0.1058,105.8,3,1.5,0.25,1,527.4,0.0527,2.49,2.49,"Y","M",5.5,"Y31_2023","2022",0,6,6,"J2072_2021","J2072_2022","J2072_2023",NA,NA,NA,NA,43,267.9,43,267.9,NA,"NA_2022","non-owner",NA,NA,"J5088",NA,NA,"NA_2022",NA,32.3919294776778,"positive",1,1,NA,NA,NA,NA,43.525,"NA_2022",234.125,17.8693179695094,"J5088J2072_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,33.15872026,2,"Y","same_site",32.4048910117027,1.14457831325301,32.3919294776778,"J5088 J2072",NA,NA,NA,NA,5,0,NA,0,NA,1.96255172029005,0.49102662606658
"B",65,"B65",2023,"19/05/2023","Z16","J1001","EY69903",11.4,0.0931,0.0836,83.6,3,1.5,0.25,1,710.1,0.071,4.25,4.25,"Z","F",NA,"Z16_2023","2022",0,8,8,"J1001_2021","J1001_2022","J1001_2023",NA,NA,NA,NA,42,235.4,42,235.4,"Z16","Z16_2022","owner","J2077","J2077","J2077","J1001 J2077","J1001 J2077","J1001 J2077_2022",0.019,6.69118393004464,"positive",1,0,0.019,"J1001J2077",3,"Medium",42.1,"J1001J2077_2022",232.166666666667,4.83440390969311,"J1001J2077_2023",2021,"J1001J2077_2021",NA,0.019,NA,NA,2020,NA,2,1,1,1,3,"Medium",-1.091659255,3,"Z","same_site",6.7041454640695,3.14457831325301,6.69118393004464,"J1001 J2077",-0.0604022671137624,4,2,439.7,4,2,369.9,2,404.8,0.406026121452861,1.34903104635134
"B",67,"B67",2019,"20/05/2019","X35","J803","EY69535",10.5,0.0817,0.0794,79.4,3,1.5,0.25,1,693.9,0.0694,4.37,4.37,"X","F",NA,"X35_2019","2018",4,11,7,"J803_2017","J803_2018","J803_2019",NA,NA,40.4,212.9,NA,NA,40.4,212.9,"X35","X35_2018","owner","J266","J266","J266","J803 J266","J803 J266","J803 J266_2018",0.7675097922,-4.93000894616842,"negative",0,0,0.7675097922,"J803J266",3,"Medium",40.9666666666667,"J803J266_2018",210.233333333333,-8.8837556653186,"J803J266_2019",2017,"J803J266_2017",NA,0.7675097922,NA,NA,NA,NA,NA,1,1,1,3,"",NA,NA,NA,NA,-4.91704741214356,2.14457831325301,-4.93000894616842,"J803 J266",0.688107525086238,5,2,448.9,4,2,364.5,2,406.7,-0.297793313175011,0.920028836208961
"B",68,"B68",2019,"19/05/2019","Z25","J912","EY69743",11,0.0809,0.0702,70.2,3,1.5,0.25,1,726.7,0.0727,5.18,5.18,"Z","F",NA,"Z25_2019","2018",4,9,5,"J912_2017","J912_2018","J912_2019",NA,NA,NA,NA,NA,NA,NA,NA,"Z25","Z25_2018","owner","J1360","J1360","J1360","J912 J1360","J912 J1360","J912 J1360_2018",0.08057138889,NA,NA,NA,0,0.092451802595,"J912J1360",5,"Medium",45.8333333333333,"J912J1360_2018",224.7,-20.2275205775246,"J912J1360_2019",2017,"J912J1360_2017",NA,0.08057138889,0.1043322163,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,-20.2145590434997,0.144578313253012,-20.2275205775246,"J912 J1360",0.0130495354812376,5,3,519.1,5,2,320.8,2.5,419.95,-1.22426326357333,0.0620244159241996
"B",69,"B69",2020,"28/05/2020","Z15","J164","EY40955",11.3,0.0924,0.0867,86.7,3,1.5,0.25,1,655.9,0.0656,3.78,3.78,"Z","F",NA,"Z15_2020","2019",3,10,7,"J164_2018","J164_2019","J164_2020",NA,NA,NA,NA,43.4,216.3,43.4,216.3,"Z15","Z15_2019","owner","J831","J831","J831","J164 J831","J164 J831","J164 J831_2019",0.06077879084,-21.9277723032689,"negative",0,0,0.0318145023685,"J164J831",7,"High",43,"J164J831_2019",220.6,-13.2560772121113,"J164J831_2020",2018,"J164J831_2018",0.2850213897,0.06077879084,NA,NA,NA,NA,NA,1,1,1,3,"High",16.31784567,1,"Z","same_site",-21.914810769244,2.14457831325301,-21.9277723032689,"J164 J831",-0.0475877647452624,2,1,232.6,NA,3,NA,2,232.6,-1.32723635945816,0.920028836208961
"B",70,"B70",2019,"26/05/2019","Y02","J1366","EZ25523",11.3,0.0883,0.0816,81.6,3,1.5,0.25,1,523.7,0.0524,3.21,3.21,"Y","F",NA,"Y02_2019","2018",4,10,6,"J1366_2017","J1366_2018","J1366_2019",NA,NA,NA,NA,40.5,218.5,40.5,218.5,"Y02","Y02_2018","owner","J1890","J1890","J1890","J1366 J1890","J1366 J1890","J1366 J1890_2018",0.02856341594,-0.00993439140512131,"negative",0,0,0.02856341594,"J1366J1890",1,"Low",40.15,"J1366J1890_2018",210.45,-2.74733143750838,"J1366J1890_2019",2017,"J1366J1890_2017",NA,0.02856341594,NA,NA,2020,NA,-2,1,1,1,3,"Medium",NA,NA,NA,NA,0.00302714261973856,1.14457831325301,-0.00993439140512131,"J1366 J1890",-0.0508388511737624,5,3,600.8,5,2,488.1,2.5,544.45,0.000183334174886924,0.49102662606658
"B",71,"B71",2019,"19/05/2019","Z23","J796","EY69528",10.8,0.0897,0.0831,83.1,3,1.5,0.25,1,1061.2,0.1061,6.39,6.39,"Z","F",NA,"Z23_2019","2018",4,11,7,"J796_2017","J796_2018","J796_2019",NA,NA,NA,NA,NA,NA,NA,NA,"Z23","Z23_2018","owner","J1346","J1346","J1346","J796 J1346","J796 J1346","J796 J1346_2018",NA,NA,NA,NA,0,0.02951514813,"J796J1346",7,"High",42.6333333333333,"J796J1346_2018",207.833333333333,-23.3648935452033,"J796J1346_2019",2017,"J796J1346_2017",NA,NA,0.02951514813,NA,NA,NA,NA,1,1,1,3,"High",NA,NA,NA,NA,-23.3519320111784,2.14457831325301,-23.3648935452033,"J796 J1346",-0.0498871189837624,5,3,709.8,3,2,479.5,2.5,594.65,-1.41427336768649,0.920028836208961
"B",72,"B72",2019,"08/06/2019","Z45","J587","EY69550",10.9,0.0983,0.0888,88.8,3,1.5,0.25,1,586.2,0.0586,3.3,3.3,"Z","M",4.33333333333333,"Z45_2019","2018",4,9,5,"J587_2017","J587_2018","J587_2019",NA,NA,NA,NA,NA,NA,NA,NA,"Z33","Z33_2018","owner","J908","J908","J908","J908 J587","J908 J587","J908 J587_2018",0.01169799116,NA,NA,NA,1,0.025298575875,"J908J587",1,"Low",44.48,"J908J587_2018",257.68,13.9334645595959,"J908J587_2019",2017,"J908J587_2017",NA,0.01169799116,0.03889916059,NA,NA,NA,NA,1,1,1,3,"Medium",8.836855508,3,"Z","same_site",13.9464260936208,0.144578313253012,13.9334645595959,"J908 J587",-0.0541036912387624,5,1,223.9,5,2,412.7,1.5,318.3,0.844643560506,0.0620244159241996
